txn_id,sku_id,sale_date,units_sold,selling_price,discount_pct,channel
TXN-000109,SKU-0005,2024-09-25,3,873,10,Online - Instagram
TXN-000110,SKU-0005,2024-10-02,1,728,25,Store - MG Road
TXN-000111,SKU-0005,2024-10-07,2,776,20,Store - Koramangala
TXN-000112,SKU-0006,2024-08-18,2,1289,0,Online - Website
TXN-000113,SKU-0006,2024-08-20,2,1031,20,Online - Website
TXN-000114,SKU-0006,2024-08-23,1,1289,0,Online - Nykaa
TXN-000115,SKU-0006,2024-08-25,1,1031,20,Online - Website
TXN-000116,SKU-0006,2024-08-28,3,1289,0,Online - Nykaa
TXN-000117,SKU-0006,2024-08-30,2,1289,0,Store - MG Road
TXN-000118,SKU-0006,2024-08-31,1,1289,0,Online - Nykaa
TXN-000119,SKU-0006,2024-09-02,2,1096,15,Store - Indiranagar
TXN-000120,SKU-0006,2024-09-04,3,967,25,Online - Instagram
TXN-000121,SKU-0006,2024-09-06,3,1289,0,Online - Website
TXN-000122,SKU-0006,2024-09-08,2,1289,0,Online - Instagram
TXN-000123,SKU-0006,2024-09-10,2,1289,0,Online - Website
TXN-000124,SKU-0006,2024-09-12,3,1289,0,Store - Indiranagar
TXN-000125,SKU-0006,2024-09-13,3,1289,0,Store - Indiranagar
TXN-000126,SKU-0006,2024-09-14,2,1289,0,Store - Indiranagar
TXN-000127,SKU-0006,2024-09-17,1,1096,15,Online - Nykaa
TXN-000128,SKU-0006,2024-09-18,1,1031,20,Store - Indiranagar
TXN-000129,SKU-0006,2024-09-21,1,1289,0,Store - MG Road
TXN-000130,SKU-0006,2024-09-24,2,1160,10,Store - MG Road
TXN-000131,SKU-0006,2024-09-27,2,1289,0,Online - Website
TXN-000132,SKU-0006,2024-09-30,1,1289,0,Online - Nykaa
TXN-000133,SKU-0006,2024-10-01,1,1160,10,Online - Instagram
TXN-000134,SKU-0006,2024-10-04,1,1289,0,Store - Indiranagar
TXN-000135,SKU-0006,2024-10-06,3,1289,0,Online - Website
TXN-000136,SKU-0006,2024-10-09,1,1289,0,Store - Koramangala
TXN-000137,SKU-0006,2024-10-11,3,1289,0,Online - Website
TXN-000138,SKU-0006,2024-10-12,2,1096,15,Store - Koramangala
TXN-000139,SKU-0006,2024-10-13,1,1160,10,Online - Instagram
TXN-000140,SKU-0007,2024-11-16,1,1203,10,Store - Koramangala
TXN-000141,SKU-0007,2024-11-20,3,1136,15,Online - Website
TXN-000142,SKU-0007,2024-11-23,3,1203,10,Online - Nykaa
TXN-000143,SKU-0007,2024-11-27,1,1337,0,Online - Instagram
TXN-000144,SKU-0007,2024-11-30,2,1337,0,Online - Instagram
TXN-000145,SKU-0008,2024-10-05,1,1351,0,Online - Website
TXN-000146,SKU-0008,2024-10-08,1,1351,0,Store - MG Road
TXN-000147,SKU-0008,2024-10-12,2,1081,20,Online - Instagram
TXN-000148,SKU-0008,2024-10-17,2,1216,10,Online - Nykaa
TXN-000149,SKU-0008,2024-10-22,1,1351,0,Store - MG Road
TXN-000150,SKU-0008,2024-10-25,3,1351,0,Store - Indiranagar
TXN-000151,SKU-0008,2024-10-30,1,1351,0,Online - Nykaa
TXN-000152,SKU-0008,2024-11-03,1,1351,0,Store - Indiranagar
TXN-000153,SKU-0008,2024-11-06,3,1351,0,Online - Nykaa
TXN-000154,SKU-0008,2024-11-11,1,1351,0,Online - Website
TXN-000155,SKU-0008,2024-11-16,1,1351,0,Online - Website
TXN-000156,SKU-0008,2024-11-21,1,1351,0,Online - Website
TXN-000157,SKU-0008,2024-11-25,1,1148,15,Store - MG Road
TXN-000158,SKU-0008,2024-11-29,3,1351,0,Store - Koramangala
TXN-000159,SKU-0009,2024-10-09,1,1081,10,Store - MG Road
TXN-000160,SKU-0009,2024-10-10,3,1201,0,Store - MG Road
TXN-000161,SKU-0009,2024-10-13,2,1201,0,Store - Koramangala
TXN-000162,SKU-0009,2024-10-16,3,1201,0,Store - MG Road
TXN-000163,SKU-0009,2024-10-18,1,1021,15,Online - Instagram
TXN-000164,SKU-0009,2024-10-20,2,1201,0,Online - Nykaa
TXN-000165,SKU-0009,2024-10-23,2,1201,0,Store - MG Road
TXN-000166,SKU-0009,2024-10-26,3,1201,0,Store - MG Road
TXN-000167,SKU-0009,2024-10-27,3,1201,0,Store - Koramangala
TXN-000168,SKU-0009,2024-10-30,3,1201,0,Store - Koramangala
TXN-000169,SKU-0009,2024-11-01,2,1201,0,Online - Nykaa
TXN-000170,SKU-0009,2024-11-04,2,1201,0,Store - Koramangala
TXN-000171,SKU-0009,2024-11-06,1,1201,0,Store - MG Road
TXN-000172,SKU-0009,2024-11-07,3,1201,0,Store - Koramangala
TXN-000173,SKU-0009,2024-11-09,3,1201,0,Store - Koramangala
TXN-000174,SKU-0009,2024-11-10,2,1201,0,Store - MG Road
TXN-000175,SKU-0009,2024-11-13,2,961,20,Online - Website
TXN-000176,SKU-0010,2024-07-17,3,1713,0,Online - Instagram
TXN-000177,SKU-0010,2024-07-21,1,1456,15,Store - Koramangala
TXN-000178,SKU-0010,2024-07-26,2,1713,0,Store - MG Road
TXN-000179,SKU-0010,2024-07-31,2,1713,0,Online - Nykaa
TXN-000180,SKU-0010,2024-08-06,2,1370,20,Store - MG Road
TXN-000181,SKU-0010,2024-08-12,3,1713,0,Online - Nykaa
TXN-000182,SKU-0010,2024-08-17,3,1713,0,Store - Indiranagar
TXN-000183,SKU-0010,2024-08-23,3,1713,0,Store - MG Road
TXN-000184,SKU-0010,2024-08-28,1,1713,0,Store - Koramangala
TXN-000185,SKU-0010,2024-09-02,1,1713,0,Store - MG Road
TXN-000186,SKU-0010,2024-09-07,1,1713,0,Store - MG Road
TXN-000187,SKU-0010,2024-09-12,1,1713,0,Store - Indiranagar
TXN-000188,SKU-0010,2024-09-17,3,1713,0,Online - Nykaa
TXN-000189,SKU-0010,2024-09-21,1,1713,0,Store - MG Road
TXN-000190,SKU-0011,2024-09-16,3,1278,20,Online - Website
TXN-000191,SKU-0011,2024-09-19,2,1597,0,Store - Koramangala
TXN-000192,SKU-0011,2024-09-21,2,1597,0,Store - MG Road
TXN-000193,SKU-0011,2024-09-24,3,1437,10,Online - Nykaa
TXN-000194,SKU-0011,2024-09-26,1,1597,0,Online - Nykaa
TXN-000195,SKU-0011,2024-09-29,1,1597,0,Online - Nykaa
TXN-000196,SKU-0011,2024-09-30,3,1597,0,Store - MG Road
TXN-000197,SKU-0011,2024-10-03,2,1357,15,Online - Website
TXN-000198,SKU-0011,2024-10-06,2,1437,10,Online - Nykaa
TXN-000199,SKU-0011,2024-10-07,2,1597,0,Online - Instagram
TXN-000200,SKU-0011,2024-10-08,3,1278,20,Online - Nykaa
TXN-000201,SKU-0011,2024-10-11,2,1597,0,Online - Website
TXN-000202,SKU-0011,2024-10-12,1,1597,0,Online - Nykaa
TXN-000203,SKU-0011,2024-10-15,1,1597,0,Store - Indiranagar
TXN-000204,SKU-0011,2024-10-17,2,1437,10,Store - MG Road
TXN-000205,SKU-0011,2024-10-19,2,1357,15,Online - Instagram
TXN-000206,SKU-0011,2024-10-22,1,1597,0,Store - Indiranagar
TXN-000207,SKU-0011,2024-10-23,1,1437,10,Online - Instagram
TXN-000208,SKU-0011,2024-10-24,2,1597,0,Online - Instagram
TXN-000209,SKU-0011,2024-10-27,1,1597,0,Online - Nykaa
TXN-000210,SKU-0011,2024-10-30,1,1597,0,Online - Nykaa
TXN-000211,SKU-0011,2024-11-02,2,1597,0,Store - Indiranagar
TXN-000212,SKU-0011,2024-11-03,3,1597,0,Store - Indiranagar
TXN-000213,SKU-0011,2024-11-06,1,1597,0,Online - Instagram
TXN-000214,SKU-0011,2024-11-08,3,1597,0,Store - Indiranagar
TXN-000215,SKU-0011,2024-11-09,1,1597,0,Online - Nykaa
TXN-000216,SKU-0012,2024-10-08,3,1151,20,Online - Website
TXN-000217,SKU-0012,2024-10-11,1,1439,0,Online - Website
TXN-000218,SKU-0012,2024-10-14,2,1295,10,Online - Nykaa
TXN-000219,SKU-0012,2024-10-15,1,1223,15,Store - Indiranagar
TXN-000220,SKU-0012,2024-10-16,3,1439,0,Online - Nykaa
TXN-000221,SKU-0012,2024-10-18,2,1439,0,Online - Nykaa
TXN-000222,SKU-0012,2024-10-21,3,1439,0,Store - Koramangala
TXN-000223,SKU-0012,2024-10-23,1,1439,0,Online - Nykaa
TXN-000224,SKU-0012,2024-10-25,3,1439,0,Store - Koramangala
TXN-000225,SKU-0012,2024-10-28,1,1439,0,Store - Indiranagar
TXN-000226,SKU-0012,2024-10-31,3,1439,0,Online - Nykaa
TXN-000227,SKU-0012,2024-11-01,3,1439,0,Online - Instagram
TXN-000228,SKU-0012,2024-11-03,2,1439,0,Online - Nykaa
TXN-000229,SKU-0012,2024-11-06,2,1295,10,Online - Nykaa
TXN-000230,SKU-0012,2024-11-09,1,1439,0,Store - Indiranagar
TXN-000231,SKU-0012,2024-11-10,2,1439,0,Online - Nykaa
TXN-000232,SKU-0012,2024-11-13,2,1439,0,Store - Indiranagar
TXN-000233,SKU-0012,2024-11-16,2,1439,0,Online - Nykaa
TXN-000234,SKU-0012,2024-11-18,2,1439,0,Store - Koramangala
TXN-000235,SKU-0012,2024-11-21,3,1295,10,Store - Koramangala
TXN-000236,SKU-0012,2024-11-22,3,1439,0,Store - MG Road
TXN-000237,SKU-0012,2024-11-25,1,1223,15,Online - Instagram
TXN-000238,SKU-0012,2024-11-28,2,1439,0,Online - Instagram
TXN-000239,SKU-0013,2024-06-20,3,1452,0,Store - Indiranagar
TXN-000240,SKU-0013,2024-06-22,3,1162,20,Store - Indiranagar
TXN-000241,SKU-0013,2024-06-26,1,1452,0,Online - Website
TXN-000242,SKU-0013,2024-06-30,2,1307,10,Store - Indiranagar
TXN-000243,SKU-0013,2024-07-02,3,1307,10,Online - Instagram
TXN-000244,SKU-0013,2024-07-05,1,1452,0,Online - Instagram
TXN-000245,SKU-0013,2024-07-09,3,1452,0,Online - Instagram
TXN-000246,SKU-0013,2024-07-13,2,1452,0,Store - Koramangala
TXN-000247,SKU-0013,2024-07-17,1,1307,10,Online - Nykaa
TXN-000248,SKU-0013,2024-07-21,3,1452,0,Online - Instagram
TXN-000249,SKU-0013,2024-07-24,1,1452,0,Online - Instagram
TXN-000250,SKU-0013,2024-07-28,3,1452,0,Store - Koramangala
TXN-000251,SKU-0013,2024-07-31,3,1452,0,Store - Indiranagar
TXN-000252,SKU-0013,2024-08-03,1,1307,10,Store - Indiranagar
TXN-000253,SKU-0013,2024-08-05,3,1452,0,Store - Indiranagar
TXN-000254,SKU-0013,2024-08-09,3,1452,0,Online - Instagram
TXN-000255,SKU-0013,2024-08-13,1,1307,10,Store - MG Road
TXN-000256,SKU-0013,2024-08-17,1,1452,0,Online - Website
TXN-000257,SKU-0013,2024-08-19,1,1452,0,Online - Website
TXN-000258,SKU-0013,2024-08-22,1,1452,0,Online - Nykaa
TXN-000259,SKU-0013,2024-08-25,3,1452,0,Store - Indiranagar
TXN-000260,SKU-0013,2024-08-29,1,1234,15,Online - Nykaa
TXN-000261,SKU-0013,2024-08-31,1,1452,0,Online - Website
TXN-000262,SKU-0013,2024-09-04,2,1452,0,Online - Nykaa
TXN-000263,SKU-0013,2024-09-07,1,1307,10,Store - Koramangala
TXN-000264,SKU-0013,2024-09-11,1,1452,0,Online - Instagram
TXN-000265,SKU-0013,2024-09-15,2,1452,0,Store - Indiranagar
TXN-000266,SKU-0013,2024-09-17,2,1452,0,Online - Nykaa
TXN-000267,SKU-0013,2024-09-21,3,1307,10,Store - Koramangala
TXN-000268,SKU-0013,2024-09-24,2,1452,0,Online - Instagram
TXN-000269,SKU-0013,2024-09-28,1,1452,0,Store - Koramangala
TXN-000270,SKU-0013,2024-10-01,2,1234,15,Store - MG Road
TXN-000271,SKU-0013,2024-10-03,2,1452,0,Online - Website
TXN-000272,SKU-0013,2024-10-07,2,1452,0,Online - Instagram
TXN-000273,SKU-0014,2024-08-09,1,1266,25,Store - Indiranagar
TXN-000274,SKU-0014,2024-08-14,3,1688,0,Store - Indiranagar
TXN-000275,SKU-0014,2024-08-18,3,1688,0,Store - MG Road
TXN-000276,SKU-0014,2024-08-21,1,1688,0,Online - Nykaa
TXN-000277,SKU-0014,2024-08-25,3,1688,0,Store - Indiranagar
TXN-000278,SKU-0014,2024-08-29,1,1688,0,Online - Instagram
TXN-000279,SKU-0014,2024-09-03,1,1688,0,Store - MG Road
TXN-000280,SKU-0014,2024-09-08,3,1688,0,Store - Indiranagar
TXN-000281,SKU-0014,2024-09-13,2,1688,0,Store - MG Road
TXN-000282,SKU-0014,2024-09-16,3,1266,25,Store - MG Road
TXN-000283,SKU-0014,2024-09-21,1,1519,10,Store - Indiranagar
TXN-000284,SKU-0014,2024-09-25,3,1688,0,Store - Indiranagar
TXN-000285,SKU-0014,2024-09-30,3,1519,10,Online - Website
TXN-000286,SKU-0014,2024-10-05,2,1435,15,Online - Instagram
TXN-000287,SKU-0014,2024-10-09,1,1688,0,Online - Website
TXN-000288,SKU-0014,2024-10-13,2,1688,0,Online - Website
TXN-000289,SKU-0014,2024-10-16,1,1688,0,Store - Indiranagar
TXN-000290,SKU-0015,2024-11-03,2,1342,0,Online - Instagram
TXN-000291,SKU-0015,2024-11-06,2,1342,0,Store - Indiranagar
TXN-000292,SKU-0015,2024-11-11,3,1342,0,Store - Indiranagar
TXN-000293,SKU-0015,2024-11-15,1,1074,20,Store - MG Road
TXN-000294,SKU-0015,2024-11-19,1,1342,0,Store - MG Road
TXN-000295,SKU-0015,2024-11-23,3,1342,0,Store - MG Road
TXN-000296,SKU-0015,2024-11-28,2,1342,0,Store - MG Road
TXN-000297,SKU-0016,2024-06-20,1,1434,0,Online - Nykaa
TXN-000298,SKU-0016,2024-06-24,1,1434,0,Online - Instagram
TXN-000299,SKU-0016,2024-06-26,2,1434,0,Store - Indiranagar
TXN-000300,SKU-0016,2024-06-29,2,1434,0,Online - Website
TXN-000301,SKU-0016,2024-07-01,2,1434,0,Online - Nykaa
TXN-000302,SKU-0016,2024-07-03,1,1291,10,Online - Website
TXN-000303,SKU-0016,2024-07-06,2,1434,0,Online - Nykaa
TXN-000304,SKU-0016,2024-07-10,3,1147,20,Online - Nykaa
TXN-000305,SKU-0016,2024-07-14,2,1434,0,Online - Instagram
TXN-000306,SKU-0016,2024-07-17,1,1434,0,Online - Instagram
TXN-000307,SKU-0016,2024-07-19,3,1434,0,Online - Website
TXN-000308,SKU-0016,2024-07-21,1,1434,0,Online - Website
TXN-000309,SKU-0016,2024-07-24,1,1434,0,Online - Website
TXN-000310,SKU-0016,2024-07-28,3,1434,0,Store - Koramangala
TXN-000311,SKU-0016,2024-07-30,1,1434,0,Store - MG Road
TXN-000312,SKU-0016,2024-08-03,2,1434,0,Online - Nykaa
TXN-000313,SKU-0016,2024-08-07,3,1219,15,Online - Nykaa
TXN-000314,SKU-0016,2024-08-10,3,1434,0,Online - Instagram
TXN-000315,SKU-0016,2024-08-13,1,1076,25,Store - Koramangala
TXN-000316,SKU-0016,2024-08-15,3,1434,0,Online - Website
TXN-000317,SKU-0016,2024-08-19,3,1291,10,Online - Instagram
TXN-000318,SKU-0016,2024-08-23,1,1434,0,Store - Koramangala
TXN-000319,SKU-0016,2024-08-26,3,1291,10,Store - Indiranagar
TXN-000320,SKU-0016,2024-08-28,3,1434,0,Store - Indiranagar
TXN-000321,SKU-0016,2024-08-30,2,1434,0,Store - Koramangala
TXN-000322,SKU-0016,2024-09-01,3,1434,0,Online - Nykaa
TXN-000323,SKU-0016,2024-09-05,1,1434,0,Online - Website
TXN-000324,SKU-0016,2024-09-09,2,1076,25,Store - Koramangala
TXN-000325,SKU-0016,2024-09-11,3,1434,0,Online - Website
TXN-000326,SKU-0016,2024-09-13,2,1434,0,Online - Nykaa
TXN-000327,SKU-0016,2024-09-15,1,1434,0,Online - Website
TXN-000328,SKU-0017,2024-10-21,3,1035,0,Online - Website
TXN-000329,SKU-0017,2024-10-24,3,932,10,Store - Koramangala
TXN-000330,SKU-0017,2024-10-29,3,1035,0,Store - Koramangala
TXN-000331,SKU-0017,2024-11-02,2,932,10,Online - Instagram
TXN-000332,SKU-0017,2024-11-06,3,1035,0,Online - Instagram
TXN-000333,SKU-0017,2024-11-10,2,1035,0,Online - Website
TXN-000334,SKU-0017,2024-11-13,3,932,10,Store - Koramangala
TXN-000335,SKU-0017,2024-11-17,3,1035,0,Store - Koramangala
TXN-000336,SKU-0017,2024-11-22,1,776,25,Online - Website
TXN-000337,SKU-0017,2024-11-26,2,1035,0,Store - Koramangala
TXN-000338,SKU-0017,2024-12-01,1,1035,0,Online - Nykaa
TXN-000339,SKU-0018,2024-10-05,1,1255,20,Online - Website
TXN-000340,SKU-0018,2024-10-14,1,1569,0,Store - Indiranagar
TXN-000341,SKU-0018,2024-10-23,2,1569,0,Online - Nykaa
TXN-000342,SKU-0018,2024-11-01,2,1569,0,Store - MG Road
TXN-000343,SKU-0018,2024-11-09,1,1569,0,Store - Koramangala
TXN-000344,SKU-0018,2024-11-16,2,1569,0,Online - Instagram
TXN-000345,SKU-0018,2024-11-23,3,1569,0,Online - Instagram
TXN-000346,SKU-0018,2024-11-30,1,1569,0,Store - MG Road
TXN-000347,SKU-0019,2024-07-12,1,1174,0,Online - Website
TXN-000348,SKU-0019,2024-07-18,2,1174,0,Store - MG Road
TXN-000349,SKU-0019,2024-07-24,3,1174,0,Store - Indiranagar
TXN-000350,SKU-0019,2024-07-29,1,1174,0,Store - MG Road
TXN-000351,SKU-0019,2024-08-05,1,1174,0,Store - Koramangala
TXN-000352,SKU-0019,2024-08-10,1,1174,0,Online - Website
TXN-000353,SKU-0019,2024-08-16,1,1174,0,Online - Instagram
TXN-000354,SKU-0019,2024-08-22,1,1174,0,Store - Indiranagar
TXN-000355,SKU-0019,2024-08-27,1,1174,0,Online - Nykaa
TXN-000356,SKU-0019,2024-09-03,2,1174,0,Store - Koramangala
TXN-000357,SKU-0019,2024-09-10,2,1174,0,Online - Website
TXN-000358,SKU-0019,2024-09-15,3,1174,0,Store - Koramangala
TXN-000359,SKU-0019,2024-09-22,1,1174,0,Online - Instagram
TXN-000360,SKU-0019,2024-09-28,3,1174,0,Online - Instagram
TXN-000361,SKU-0019,2024-10-04,2,1174,0,Online - Website
TXN-000362,SKU-0019,2024-10-10,2,1174,0,Online - Nykaa
TXN-000363,SKU-0020,2024-06-16,2,1405,0,Online - Instagram
TXN-000364,SKU-0020,2024-06-18,3,1405,0,Online - Instagram
TXN-000365,SKU-0020,2024-06-19,2,1405,0,Store - MG Road
TXN-000366,SKU-0020,2024-06-21,1,1264,10,Online - Instagram
TXN-000367,SKU-0020,2024-06-24,3,1054,25,Online - Nykaa
TXN-000368,SKU-0020,2024-06-27,1,1405,0,Online - Instagram
TXN-000369,SKU-0020,2024-06-28,3,1405,0,Online - Nykaa
TXN-000370,SKU-0020,2024-06-30,2,1405,0,Store - Koramangala
TXN-000371,SKU-0020,2024-07-02,2,1405,0,Store - MG Road
TXN-000372,SKU-0020,2024-07-05,3,1264,10,Online - Website
TXN-000373,SKU-0020,2024-07-08,2,1405,0,Store - Indiranagar
TXN-000374,SKU-0020,2024-07-09,2,1405,0,Online - Instagram
TXN-000375,SKU-0020,2024-07-11,1,1405,0,Online - Nykaa
TXN-000376,SKU-0020,2024-07-14,3,1124,20,Online - Instagram
TXN-000377,SKU-0020,2024-07-17,3,1405,0,Store - MG Road
TXN-000378,SKU-0020,2024-07-19,1,1264,10,Online - Nykaa
TXN-000379,SKU-0020,2024-07-22,1,1264,10,Store - Koramangala
TXN-000380,SKU-0020,2024-07-24,3,1405,0,Online - Nykaa
TXN-000381,SKU-0020,2024-07-27,3,1405,0,Store - Indiranagar
TXN-000382,SKU-0020,2024-07-28,3,1405,0,Online - Website
TXN-000383,SKU-0020,2024-07-31,2,1405,0,Store - Koramangala
